fuel_id,unit_feature_id,surface_consumed,midstory_consumed,canopy_consumed,fdfm,lfm,wind_speed,wind_direction,side_to_start_ignition,number_igniters,firing_technique,dash_length,gap_length,blackline_width,spacing_distance,igniter_velocity,ignition_time
287,330,0.056745562702417374,0.0052836681716144085,6.936613499419764e-05,0.15,0.9,2.235,76.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.07163136452436447,0.0073553286492824554,0.001110247801989317,0.15,1.0,2.235,16.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.08805929869413376,0.0067850216291844845,0.0001130122400354594,0.1,1.0,2.235,46.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.03322017937898636,0.0026860071811825037,7.092492160154507e-05,0.1,0.9,4.47,16.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.03150667995214462,0.002156550530344248,0.00010190586181124672,0.2,1.0,4.47,16.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.029924340546131134,0.0020730779506266117,0.00013580953236669302,0.15,1.0,6.705,76.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.03589720278978348,0.0027563651092350483,2.1628204194712453e-05,0.1,1.0,4.47,46.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.07030772417783737,0.0069166989997029305,0.00015509955119341612,0.1,1.0,2.235,76.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.07191134989261627,0.005388673394918442,4.6179138735169545e-05,0.1,0.9,2.235,46.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.05775982886552811,0.0044593107886612415,0.00014204469334799796,0.15,1.0,2.235,46.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
287,330,0.04845254123210907,0.0039964900352060795,3.039639523194637e-05,0.1,0.9,4.47,46.0,right,6,back,4.0,5.0,10.0,10.0,2.0,1342.1528645985295
1861,330,0.7664265036582947,0.3828771710395813,0.02529137209057808,0.1,0.9,2.235,105.0,right,3,strip,4.0,4.0,10.0,10.0,2.0,11244.475453732359
1861,330,0.7573384642601013,0.37803396582603455,0.020695805549621582,0.1,0.9,2.235,75.0,right,3,strip,4.0,4.0,10.0,10.0,2.0,11244.475453732359
1861,330,0.7609995603561401,0.3801235854625702,0.023873498663306236,0.1,0.9,2.235,90.0,right,3,strip,4.0,4.0,10.0,10.0,2.0,11244.475453732359
102,23,0.9591872096061707,0.2546082139015198,0.029302367940545082,0.1,0.9,2.235,90.0,right,3,strip,4.0,4.0,10.0,10.0,2.0,6210.924424829418
102,23,0.9583885669708252,0.25435125827789307,0.02533232979476452,0.1,0.9,2.235,120.0,right,3,strip,4.0,4.0,10.0,10.0,2.0,6210.924424829418
102,23,0.9566794633865356,0.244021937251091,0.03013472817838192,0.1,0.9,2.235,60.0,right,3,strip,4.0,4.0,10.0,10.0,2.0,6210.924424829418
161,297,0.9662597179412842,0.3350948691368103,0.03545384109020233,0.1,0.9,8.941,30.0,right,3,strip,4.0,4.0,10.0,10.0,2.0,5958.11220124828
161,297,0.9693833589553833,0.3192945420742035,0.03891419991850853,0.1,0.9,8.941,0.0,right,3,strip,4.0,4.0,10.0,10.0,2.0,5958.11220124828
161,297,0.9682457447052002,0.3534865379333496,0.05088726431131363,0.1,0.9,8.941,330.0,right,3,strip,4.0,4.0,10.0,10.0,2.0,5958.11220124828
159,296,0.981962263584137,0.44815871119499207,0.003616398898884654,0.08,0.92,10.282,45.0,right,3,strip,4.0,4.0,10.0,10.0,0.894054537326777,5860.229210723898
159,296,0.9856892824172974,0.46041253209114075,0.0038587693125009537,0.08,0.92,10.282,75.0,right,3,strip,4.0,4.0,10.0,10.0,0.894054537326777,5860.229210723898
159,296,0.9889011383056641,0.47198450565338135,0.0038525317795574665,0.08,0.92,10.282,15.0,right,3,strip,4.0,4.0,10.0,10.0,0.894054537326777,5860.229210723898
335,465,0.9582773447036743,0.6027770638465881,0.18521957099437714,0.1,0.9,2.235,210.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1531.636945942587
335,465,0.9669592976570129,0.5749029517173767,0.1073833703994751,0.1,0.9,4.47,180.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1531.636945942587
335,465,0.9710493683815002,0.47233501076698303,0.0855475440621376,0.1,0.9,2.235,180.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1531.636945942587
335,465,0.9586713910102844,0.5008487701416016,0.024279573932290077,0.1,0.9,4.47,150.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1531.636945942587
335,465,0.9584584832191467,0.4677858352661133,0.03458800166845322,0.1,0.9,2.235,150.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1531.636945942587
355,475,0.30939605832099915,0.0,0.0,0.1,0.9,2.235,120.0,right,1,strip,4.0,4.0,4.0,4.0,2.0,135.4762982143408
355,475,0.29826098680496216,0.0,0.0,0.1,0.9,2.235,60.0,right,1,strip,4.0,4.0,4.0,4.0,2.0,135.4762982143408
355,475,0.33520591259002686,0.0,0.0,0.1,0.9,2.235,90.0,right,1,strip,4.0,4.0,4.0,4.0,2.0,135.4762982143408
363,477,0.6119207143783569,0.0,0.0,0.1,0.9,4.47,15.0,left,2,strip,4.0,4.0,4.0,6.0,2.0,3512.2095918005925
363,477,0.792998731136322,0.0,0.0,0.1,0.9,4.47,75.0,left,2,strip,4.0,4.0,4.0,6.0,2.0,3512.2095918005925
363,477,0.6924339532852173,0.0,0.0,0.1,0.9,6.705,45.0,left,2,strip,4.0,4.0,4.0,6.0,2.0,3512.2095918005925
363,477,0.8181138634681702,0.0,0.0,0.1,0.9,6.705,75.0,left,2,strip,4.0,4.0,4.0,6.0,2.0,3512.2095918005925
